symbol,year_id,year_label,sort_order,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets,debt_to_equity,equity_ratio,book_value_per_share
DRREDDY,7,Mar 2013,20134,85.0,6284,3682,3329,13380,4051,565,197,8567,13380,0.5781127335531481,0.47600896860986547,74.92941176470588
DRREDDY,11,Mar 2014,20144,85.0,7780,4477,3563,15906,4641,639,1067,9559,15906,0.5692307692307692,0.49446749654218536,92.52941176470588
DRREDDY,15,Mar 2015,20154,85.0,9768,4314,4290,18457,5377,529,2248,10303,18457,0.4378361920227342,0.5338354012027957,115.91764705882353
DRREDDY,18,Mar 2016,20164,85.0,12484,3352,4408,20330,6563,772,3833,9162,20330,0.2666878828864667,0.6182488932611904,147.87058823529412
DRREDDY,21,Mar 2017,20174,83.0,12179,4918,4474,21654,6931,3324,2110,9290,21654,0.4010764964932311,0.5662695114066685,147.73493975903614
DRREDDY,24,Mar 2018,20184,83.0,12489,5071,4706,22349,6968,3470,2298,9612,22349,0.40335666560610883,0.5625307620027742,151.46987951807228
DRREDDY,27,Mar 2019,20194,83.0,13941,3838,4557,22418,7191,2934,2587,9707,22418,0.27367370222475756,0.6255687394058346,168.96385542168676
DRREDDY,30,Mar 2020,20204,83.0,15516,2210,5414,23223,6850,1535,2678,12160,23223,0.14167574844541317,0.6717047754381432,187.93975903614458
DRREDDY,33,Mar 2021,20214,83.0,17558,3031,5915,26588,8206,1565,2212,14605,26588,0.17181565670880336,0.6634948096885813,212.5421686746988
DRREDDY,36,Mar 2022,20224,83.0,19129,3384,7149,29746,8122,1293,2616,17715,29746,0.17613991255465333,0.6458683520473341,231.46987951807228
DRREDDY,39,Mar 2023,20234,83.0,23203,1347,7576,32209,9219,1030,4986,16974,32209,0.05784591600103066,0.7229656307243317,280.5542168674699
DRREDDY,41,Mar 2024,20244,83.0,28171,2002,8523,38780,10426,1419,4930,22004,38780,0.07085722375592836,0.7285714285714285,340.4096385542169
DRREDDY,40,Sep 2024,20242,83.0,30666,4854,11125,46728,17254,1852,3663,23960,46728,0.15785879215584248,0.6580422872795754,370.4698795180723
EICHERMOT,3,Dec 2012,20123,27.0,1728,23,2694,4471,992,504,638,2337,4471,0.013105413105413105,0.3925296354283158,65.0
EICHERMOT,6,Dec 2013,20133,27.0,2028,84,3197,5337,1656,464,825,2391,5337,0.040875912408759124,0.3850477796514896,76.11111111111111
EICHERMOT,10,Dec 2014,20143,27.0,2489,58,3829,6403,2309,419,1078,2597,6403,0.023052464228934817,0.3929408089957832,93.18518518518519
EICHERMOT,18,Mar 2016,20164,27.0,3626,23,1263,4939,790,94,3388,667,4939,0.006296194908294552,0.7396234055476817,135.2962962962963
EICHERMOT,21,Mar 2017,20174,27.0,5318,112,1552,7009,873,374,4987,775,7009,0.02095416276894294,0.762590954487088,197.96296296296296
EICHERMOT,24,Mar 2018,20184,27.0,7003,151,2341,9522,1502,333,5581,2106,9522,0.021479374110953058,0.738290275152279,260.3703703703704
EICHERMOT,27,Mar 2019,20194,27.0,8891,187,2281,11387,1875,450,4923,4140,11387,0.020968827091276072,0.7831737946781417,330.2962962962963
EICHERMOT,30,Mar 2020,20204,27.0,9954,249,2220,12450,2378,312,5749,4011,12450,0.024947400060114217,0.8016867469879518,369.6666666666667
EICHERMOT,33,Mar 2021,20214,27.0,11411,219,2901,14559,2433,314,3902,7909,14559,0.01914670396922539,0.7856308812418435,423.6296296296296
EICHERMOT,36,Mar 2022,20224,27.0,12581,108,3424,16140,2424,505,7721,5490,16140,0.008565989847715736,0.7811648079306072,466.962962962963
EICHERMOT,39,Mar 2023,20234,27.0,14963,288,3919,19198,2690,472,12321,3715,19198,0.019212808539026016,0.780810501093864,555.1851851851852
EICHERMOT,41,Mar 2024,20244,27.0,18018,419,4650,23115,2914,555,13527,6119,23115,0.023219728456636186,0.7806619078520441,668.3333333333334
EICHERMOT,40,Sep 2024,20242,27.0,18952,404,4997,24380,3490,230,14693,5968,24380,0.021286685283734653,0.7784659557013945,702.925925925926
GAIL,7,Mar 2013,20134,1268.0,27526,16472,14542,59809,24303,18376,1254,15876,59809,0.5720636243661874,0.48143256031700915,227.0820189274448
GAIL,11,Mar 2014,20144,1268.0,31188,18537,15872,66865,27779,18490,1282,19314,66865,0.5711424698052748,0.48539594705750394,255.9621451104101
GAIL,15,Mar 2015,20154,1268.0,32754,18291,17355,69669,33976,13806,1272,20615,69669,0.5376227147140086,0.4883377111771376,268.31230283911674
GAIL,18,Mar 2016,20164,1268.0,35135,9052,13608,59063,29946,3688,9844,15584,59063,0.24866082465730846,0.6163418722381186,287.08990536277605
GAIL,21,Mar 2017,20174,1691.0,37614,6553,12433,58291,30092,4126,10125,13948,58291,0.16672179112072255,0.6742893414077645,232.43642814902427
GAIL,24,Mar 2018,20184,2255.0,39424,3876,15798,61353,30480,5938,10452,14482,61353,0.09299647304397898,0.6793310840545694,184.82926829268294
GAIL,27,Mar 2019,20194,2255.0,43749,2224,20199,68426,32700,9738,10722,15267,68426,0.04834362229371359,0.67231754011633,204.00886917960088
GAIL,30,Mar 2020,20204,4510.0,44758,6912,18754,74934,38230,11666,9893,15145,74934,0.14029390273605585,0.6574852536899138,109.24168514412416
GAIL,33,Mar 2021,20214,4440.0,48742,7873,19975,81030,41160,13400,13058,13413,81030,0.14803881012372608,0.6563248179686536,119.77927927927928
GAIL,36,Mar 2022,20224,4440.0,59674,9216,23254,96584,44572,15490,16408,20114,96584,0.14374395607823565,0.66381595295287,144.4009009009009
GAIL,39,Mar 2023,20234,6575.0,58352,17816,25062,107805,49697,16646,17248,24214,107805,0.274400480539683,0.6022633458559437,98.74828897338404
GAIL,41,Mar 2024,20244,6575.0,70422,21794,25944,124735,55188,23627,21910,24010,124735,0.28304998896060884,0.6172846434441015,117.10570342205324
GAIL,40,Sep 2024,20242,6575.0,77234,19632,25548,128989,54348,26281,24103,24257,128989,0.23424691858869573,0.6497375745218584,127.4661596958175
GODREJCP,7,Mar 2013,20134,34.0,3279,2456,1926,7695,4496,141,121,2937,7695,0.7413220645940235,0.43053931124106565,97.44117647058823
GODREJCP,11,Mar 2014,20144,34.0,3741,2373,2171,8320,5121,167,136,2895,8320,0.6286092715231788,0.45372596153846156,111.02941176470588
GODREJCP,15,Mar 2015,20154,34.0,4277,2717,2097,9125,5551,225,186,3164,9125,0.6302482022732545,0.47243835616438357,126.79411764705883
GODREJCP,18,Mar 2016,20164,34.0,4233,2891,2521,9679,5931,44,190,3514,9679,0.67752519334427,0.4408513276164893,125.5
GODREJCP,21,Mar 2017,20174,34.0,5268,4001,3637,12940,8083,97,934,3826,12940,0.7546208977744248,0.4097372488408037,155.94117647058823
GODREJCP,24,Mar 2018,20184,68.0,6190,3508,4098,13864,8315,84,997,4468,13864,0.5605624800255673,0.45138488170802077,92.02941176470588
GODREJCP,27,Mar 2019,20194,102.0,7165,3382,3445,14094,8670,52,516,4855,14094,0.4653914958029448,0.5156094792110117,71.24509803921569
GODREJCP,30,Mar 2020,20204,102.0,7796,3575,3407,14880,9231,57,672,4920,14880,0.45264623955431754,0.5307795698924731,77.43137254901961
GODREJCP,33,Mar 2021,20214,102.0,9337,1864,2941,14244,8905,57,679,4602,14244,0.1974785464561924,0.6626649817467004,92.53921568627452
GODREJCP,36,Mar 2022,20224,102.0,11454,1704,2822,16082,9219,116,1015,5731,16082,0.1474558670820353,0.7185673423703519,113.29411764705883
GODREJCP,39,Mar 2023,20234,102.0,13692,1130,2513,17437,9934,45,3029,4429,17437,0.08191967522111063,0.7910764466364627,135.23529411764707
GODREJCP,41,Mar 2024,20244,102.0,12496,3222,2571,18392,10440,83,3504,4365,18392,0.2557548817272583,0.6849717268377555,123.50980392156863
GODREJCP,40,Sep 2024,20242,102.0,12068,3828,2986,18984,10498,199,3517,4771,18984,0.314543960558751,0.6410661609776654,119.31372549019608
GRASIM,7,Mar 2013,20134,92.0,19565,9550,14916,44123,20561,6084,8011,9467,44123,0.48583201912804597,0.4455046121070643,427.32608695652175
GRASIM,11,Mar 2014,20144,92.0,21523,9681,16441,47736,25209,4045,7611,10872,47736,0.44788341429562806,0.45280291603821016,469.89130434782606
GRASIM,15,Mar 2015,20154,92.0,23048,11930,18963,54033,31828,2755,7255,12194,54033,0.5155574762316335,0.4282568060259471,503.04347826086956
GRASIM,18,Mar 2016,20164,93.0,27336,12505,19642,59576,34271,1788,10601,12916,59576,0.45590433482810166,0.4604035181952464,589.8709677419355
GRASIM,21,Mar 2017,20174,93.0,31294,9213,22147,62747,34786,1297,14200,12464,62747,0.29352916812693153,0.5002151497282739,674.989247311828
GRASIM,24,Mar 2018,20184,131.0,57230,67070,83467,207899,69257,2290,65995,70356,207899,1.1692613448161644,0.2759080130255557,875.7404580152672
GRASIM,27,Mar 2019,20194,132.0,57888,84487,98620,241127,87129,2766,62747,88484,241127,1.4561702861082386,0.24062008816930497,879.0909090909091
GRASIM,30,Mar 2020,20204,132.0,56501,84777,102772,244181,87736,3904,66337,86204,244181,1.4969540727137889,0.23193041227613942,858.0757575757576
GRASIM,33,Mar 2021,20214,132.0,65362,79078,122777,267349,85023,5769,88017,88540,267349,1.2074083122118056,0.24497566850820462,992.3333333333334
GRASIM,36,Mar 2022,20224,132.0,75567,74744,138706,289149,88996,6615,96766,96771,289149,0.9873842454986196,0.2617992799560088,1146.9545454545455
GRASIM,39,Mar 2023,20234,132.0,78610,103039,155042,336823,94896,7778,105355,128793,336823,1.3085646795864976,0.2337785721283879,1193.060606060606
GRASIM,41,Mar 2024,20244,133.0,88520,137155,186309,412116,100494,18358,129306,163959,412116,1.5470993649397087,0.21511661765134088,1333.1278195488721
GRASIM,40,Sep 2024,20242,134.0,92784,158159,197376,448454,109643,15903,102453,220454,448454,1.7021352159969005,0.20719627877106683,1386.8358208955224
HAL,18,Mar 2016,20164,5.0,115,18,38,176,84,21,0,71,176,0.15,0.6818181818181818,120.0
HAL,21,Mar 2017,20174,5.0,128,2,34,170,75,1,22,72,170,0.015037593984962405,0.7823529411764706,133.0
HAL,24,Mar 2018,20184,5.0,125,3,33,166,66,1,24,74,166,0.023076923076923078,0.7831325301204819,130.0
HAL,27,Mar 2019,20194,5.0,128,8,33,175,59,0,22,93,175,0.06015037593984962,0.76,133.0
HAL,30,Mar 2020,20204,5.0,133,2,33,173,50,0,18,104,173,0.014492753623188406,0.7976878612716763,138.0
HAL,33,Mar 2021,20214,5.0,139,6,36,186,45,0,17,124,186,0.041666666666666664,0.7741935483870968,144.0
HAL,36,Mar 2022,20224,5.0,148,12,36,202,45,1,29,127,202,0.0784313725490196,0.7574257425742574,153.0
HAL,39,Mar 2023,20234,5.0,172,47,47,271,57,23,35,156,271,0.2655367231638418,0.6531365313653137,177.0
HAL,41,Mar 2024,20244,5.0,194,123,127,450,240,9,43,158,450,0.6180904522613065,0.44222222222222224,199.0
HAL,40,Sep 2024,20242,5.0,202,124,145,476,244,3,48,181,476,0.5990338164251208,0.43487394957983194,207.0
HCLTECH,5,Jun 2013,20131,139.0,13025,1044,8191,22399,6753,494,713,14440,22399,0.07930720145852324,0.5877048082503683,189.41007194244605
HCLTECH,8,Jun 2014,20141,140.0,19410,1018,9412,29980,7444,531,662,21343,29980,0.05207161125319693,0.652101400933956,279.2857142857143
HCLTECH,12,Jun 2015,20151,281.0,23943,648,10372,35245,8275,552,869,25548,35245,0.026750330250990752,0.6873031635693007,172.41281138790035
HCLTECH,18,Mar 2016,20164,282.0,27109,1090,10859,39341,9716,611,698,28315,39341,0.03979409295023913,0.6962456470349,194.26241134751774
HCLTECH,21,Mar 2017,20174,285.0,32664,582,12231,45762,15235,448,1306,28773,45762,0.01766366202312665,0.7200078667890389,231.22105263157894
HCLTECH,24,Mar 2018,20184,278.0,36108,557,11046,47989,18753,320,2660,26256,47989,0.015308085527400648,0.7582154243680843,261.76978417266184
HCLTECH,27,Mar 2019,20194,271.0,41095,4195,12788,58349,22888,235,2305,32921,58349,0.10141178745829908,0.7089410272669626,305.2841328413284
HCLTECH,30,Mar 2020,20204,543.0,50724,7986,23566,82819,37490,400,7066,37863,82819,0.15577271929311254,0.6190246199543583,188.82872928176795
HCLTECH,33,Mar 2021,20214,543.0,59370,6864,19270,86047,37145,312,6862,41728,86047,0.11456612087526914,0.696282264343905,220.67403314917127
HCLTECH,36,Mar 2022,20224,543.0,61371,6343,20664,88921,35077,129,6351,47364,88921,0.10244855767677746,0.6962809685001293,228.04419889502762
HCLTECH,39,Mar 2023,20234,543.0,64862,4794,23051,93250,34619,40,5495,53096,93250,0.07329714853604465,0.7013941018766756,240.902394106814
HCLTECH,41,Mar 2024,20244,543.0,67720,5758,24985,99006,35063,108,7137,56698,99006,0.08435023365512796,0.6894834656485466,251.4290976058932
HCLTECH,40,Sep 2024,20242,543.0,68332,5791,25097,99763,34480,172,7642,57469,99763,0.08407985480943739,0.6903862153303328,253.68324125230203
HAVELLS,7,Mar 2013,20134,62.0,1380,982,2034,4458,1500,25,0,2933,4458,0.680998613037448,0.3234634365186182,23.258064516129032
HAVELLS,11,Mar 2014,20144,62.0,1604,1054,2613,5332,1600,44,0,3688,5332,0.6326530612244898,0.3124531132783196,26.870967741935484
HAVELLS,15,Mar 2015,20154,62.0,1756,424,2546,4788,1541,38,0,3209,4788,0.23322332233223322,0.37969924812030076,29.322580645161292
HAVELLS,18,Mar 2016,20164,62.0,2965,134,1225,4387,1224,20,189,2954,4387,0.04426825239511067,0.6899931616138592,48.82258064516129
HAVELLS,21,Mar 2017,20174,62.0,3214,208,1683,5168,1300,12,162,3694,5168,0.06349206349206349,0.6339009287925697,52.83870967741935
HAVELLS,24,Mar 2018,20184,63.0,3667,115,2763,6608,2819,24,0,3765,6608,0.030831099195710455,0.5644673123486683,59.20634920634921
HAVELLS,27,Mar 2019,20194,63.0,4135,94,2856,7148,2904,233,0,4012,7148,0.022391615054787994,0.5872971460548405,66.63492063492063
HAVELLS,30,Mar 2020,20204,63.0,4249,72,2690,7073,3350,86,0,3638,7073,0.016697588126159554,0.609642301710731,68.44444444444444
HAVELLS,33,Mar 2021,20214,63.0,5114,521,3155,8852,3290,90,306,5166,8852,0.10063743480780375,0.5848395842747401,82.17460317460318
HAVELLS,36,Mar 2022,20224,63.0,5940,616,3904,10523,3434,57,426,6606,10523,0.10261535898717308,0.5704646963793595,95.28571428571429
HAVELLS,39,Mar 2023,20234,63.0,6563,223,4309,11157,3621,166,201,7170,11157,0.03365529731361304,0.5938872456753608,105.17460317460318
HAVELLS,41,Mar 2024,20244,63.0,7384,303,4683,12433,3988,299,20,8126,12433,0.040687525177924,0.5989704817823535,118.2063492063492
HAVELLS,40,Sep 2024,20242,63.0,7731,332,4718,12843,4488,130,20,8206,12843,0.042596869386707724,0.6068675543097407,123.71428571428571
HDFCBANK,7,Mar 2013,20134,476.0,36167,335588,35492,407723,2773,0,110960,293989,407723,9.158311273640258,0.08987229074641362,76.98109243697479
HDFCBANK,11,Mar 2014,20144,480.0,43687,416677,42776,503620,3026,0,119571,381023,503620,9.434125025471506,0.0876990588141853,92.01458333333333
HDFCBANK,15,Mar 2015,20154,501.0,62653,509762,34181,607097,3225,0,149454,454417,607097,8.071729423314437,0.10402620997962435,126.0558882235529
HDFCBANK,18,Mar 2016,20164,506.0,73798,649587,38321,762212,3667,0,193634,564912,762212,8.742288436692506,0.09748468929904017,146.84584980237153
HDFCBANK,21,Mar 2017,20174,513.0,91281,741550,59000,892344,4000,0,210777,677567,892344,8.078414711201168,0.10286840052715096,178.93567251461988
HDFCBANK,24,Mar 2018,20184,519.0,109080,944817,48770,1103186,4008,0,238461,860717,1103186,8.620671721457313,0.09934770745821647,211.17341040462426
HDFCBANK,27,Mar 2019,20194,545.0,153128,1080235,58898,1292806,4369,0,289446,998991,1292806,7.02943913374503,0.11886779609624336,281.96880733944954
HDFCBANK,30,Mar 2020,20204,548.0,175810,1333041,71430,1580830,4776,0,389305,1186750,1580830,7.558721464294219,0.11156038283686417,321.8211678832117
HDFCBANK,33,Mar 2021,20214,551.0,209259,1511418,78279,1799507,5248,0,438823,1355435,1799507,7.20374624660407,0.11659304465056262,380.78039927404717
HDFCBANK,36,Mar 2022,20224,555.0,246772,1784970,90639,2122934,6432,0,449264,1667238,2122934,7.217044641304831,0.11650244425874756,445.6342342342342
HDFCBANK,39,Mar 2023,20234,558.0,288880,2139212,101783,2530432,8431,0,511582,2010419,2530432,7.39091618930479,0.1143828405584501,518.7060931899641
HDFCBANK,41,Mar 2024,20244,760.0,455636,3107503,466296,4030194,12604,0,1005682,3011909,4030194,6.808786667718385,0.11324417633493573,600.521052631579
HDFCLIFE,7,Mar 2013,20134,1995.0,-658,0,40581,41918,252,29,40404,1232,41918,0.0,0.03189560570637912,6.701754385964913
HDFCLIFE,11,Mar 2014,20144,1995.0,-67,0,50347,52275,279,10,50527,1458,52275,0.0,0.03688187470109995,9.664160401002507
HDFCLIFE,15,Mar 2015,20154,1995.0,546,0,66767,69309,346,6,67024,1932,69309,0.0,0.03666190538025365,12.736842105263158
HDFCLIFE,18,Mar 2016,20164,1995.0,1108,0,73441,76544,335,12,74144,2053,76544,0.0,0.04053877508361204,15.553884711779448
HDFCLIFE,21,Mar 2017,20174,1998.0,1828,0,91270,95097,337,16,91723,3020,95097,0.0,0.04023260460372041,19.14914914914915
HDFCLIFE,24,Mar 2018,20184,2012.0,2693,0,105778,110483,336,5,106590,3551,110483,0.0,0.04258573717223464,23.384691848906563
HDFCLIFE,27,Mar 2019,20194,2017.0,3625,0,124378,130020,370,10,124958,4682,130020,0.0,0.043393324103984006,27.97223599405057
HDFCLIFE,30,Mar 2020,20204,2019.0,4788,0,125417,132224,322,8,127256,4637,132224,0.0,0.05148082042594385,33.7147102526003
HDFCLIFE,33,Mar 2021,20214,2021.0,6619,600,170415,179655,585,14,173564,5493,179655,0.06944444444444445,0.04809217667195458,42.75111331024245
HDFCLIFE,36,Mar 2022,20224,2113.0,13501,600,214521,230734,6605,20,216551,7559,230734,0.038427052645062125,0.06767099777232657,73.89493610979649
HDFCLIFE,39,Mar 2023,20234,2149.0,10844,950,234126,248069,997,31,238197,8844,248069,0.07311629338874778,0.052376556522580414,60.46067938576082
HDFCLIFE,41,Mar 2024,20244,2151.0,12515,950,287071,302687,1549,28,291128,9982,302687,0.06477567162143734,0.04845269205482892,68.18224081822409
HDFCLIFE,40,Sep 2024,20242,2152.0,13452,950,320201,336755,460,0,325023,11272,336755,0.060881825173032554,0.04633635729239358,72.5092936802974
HEROMOTOCO,11,Mar 2014,20144,40.0,5583,284,4215,10122,2247,855,4106,2914,10122,0.050506846878890274,0.5555226239873543,281.15
HEROMOTOCO,15,Mar 2015,20154,40.0,6500,100,4014,10654,2952,719,3118,3864,10654,0.01529051987767584,0.6138539515674863,327.0
HEROMOTOCO,18,Mar 2016,20164,40.0,8794,232,3829,12896,3784,653,4501,3958,12896,0.026262168892913742,0.6850186104218362,441.7
HEROMOTOCO,21,Mar 2017,20174,40.0,10276,261,4736,15312,4599,581,6066,4066,15312,0.025300504071345483,0.6737199582027168,515.8
HEROMOTOCO,24,Mar 2018,20184,40.0,11932,228,5197,17397,4961,355,7669,4411,17397,0.019044437019712663,0.6881646260849572,598.6
HEROMOTOCO,27,Mar 2019,20194,40.0,13080,312,5072,18504,4952,573,6114,6865,18504,0.02378048780487805,0.7090358841331604,656.0
HEROMOTOCO,30,Mar 2020,20204,40.0,14366,453,4815,19674,6473,391,8359,4451,19674,0.031445231153685964,0.7322354376334248,720.3
HEROMOTOCO,33,Mar 2021,20214,40.0,15376,584,7096,23096,6380,495,10582,5639,23096,0.03788271925272444,0.6674748874263942,770.8
HEROMOTOCO,36,Mar 2022,20224,40.0,15807,605,6027,22478,6194,517,10528,5240,22478,0.038177573042216195,0.7050004448794377,792.35
HEROMOTOCO,39,Mar 2023,20234,40.0,16616,568,6694,23917,6159,454,10891,6413,23917,0.034101825168107586,0.6964084124263077,832.8
HEROMOTOCO,41,Mar 2024,20244,40.0,17659,606,7847,26153,6232,484,12751,6685,26153,0.03423922255494661,0.676748365388292,884.95
HEROMOTOCO,40,Sep 2024,20242,40.0,18971,588,9663,29261,6588,145,14980,7548,29261,0.030929461890484455,0.6497043846758483,950.55
HINDALCO,7,Mar 2013,20134,191.0,35139,56951,28309,120590,37929,33834,12601,36226,120590,1.6119728276252476,0.2929762003482876,184.9738219895288
HINDALCO,11,Mar 2014,20144,206.0,40398,64756,32621,137982,61163,23059,12961,40798,137982,1.5948182445079302,0.2942702671362931,197.10679611650485
HINDALCO,15,Mar 2015,20154,207.0,38122,68468,34950,141746,71959,14111,12346,43330,141746,1.7863236713715462,0.27040621957586103,185.16425120772948
HINDALCO,18,Mar 2016,20164,207.0,40402,67552,32986,141146,85648,4214,12463,38821,141146,1.663473614223448,0.2877091805648052,196.17874396135267
HINDALCO,21,Mar 2017,20174,223.0,45836,63817,36268,146144,84687,1814,15157,44486,146144,1.3855489697996048,0.31516175826582,206.542600896861
HINDALCO,24,Mar 2018,20184,223.0,54629,52074,40088,147014,85088,2063,10781,49081,147014,0.9493546269962809,0.37310732311208455,245.97309417040358
HINDALCO,27,Mar 2019,20194,222.0,57279,52415,42056,151972,85860,4097,9012,53003,151972,0.9115493643588807,0.3783657515858184,259.0135135135135
HINDALCO,30,Mar 2020,20204,222.0,58095,68399,41902,168618,89195,7721,9411,62291,168618,1.172882692868289,0.3458527559335302,262.68918918918916
HINDALCO,33,Mar 2021,20214,222.0,66311,67206,55083,188822,100269,10202,17133,61218,188822,1.010115281138683,0.35235830570590293,299.6981981981982
HINDALCO,36,Mar 2022,20224,222.0,77969,64486,79178,221855,106874,4945,14119,95917,221855,0.8247240731030425,0.3524419102566992,352.2117117117117
HINDALCO,39,Mar 2023,20234,222.0,94584,60291,68392,223489,110626,7700,14116,91047,223489,0.6359407632428328,0.42420879774843506,427.05405405405406
HINDALCO,41,Mar 2024,20244,222.0,105924,56356,68221,230723,111810,14867,15444,88602,230723,0.5309290976579428,0.46005816498571883,478.13513513513516
HINDALCO,40,Sep 2024,20242,222.0,114954,60959,76129,252264,111404,22341,22453,96066,252264,0.5292682503299299,0.45656930834364,518.8108108108108
HINDUNILVR,7,Mar 2013,20134,216.0,2649,25,9202,12092,2431,222,2252,7186,12092,0.008726003490401396,0.23693350975851804,13.26388888888889
HINDUNILVR,11,Mar 2014,20144,216.0,3321,46,10171,13754,2746,373,2838,7797,13754,0.013005371783997738,0.25716155300276283,16.375
HINDUNILVR,15,Mar 2015,20154,216.0,3811,43,10359,14430,2821,516,3025,8067,14430,0.010677924012912838,0.2790713790713791,18.64351851851852
HINDUNILVR,18,Mar 2016,20164,216.0,6357,177,8043,14793,3258,408,2592,8535,14793,0.026928343222272933,0.4443317785439059,30.430555555555557
HINDUNILVR,21,Mar 2017,20174,216.0,6528,277,8685,15706,4419,229,3794,7264,15706,0.041073546856465006,0.42939004202215714,31.22222222222222
HINDUNILVR,24,Mar 2018,20184,216.0,7065,0,10581,17862,4528,461,2873,10000,17862,0.0,0.4076251259657373,33.708333333333336
HINDUNILVR,27,Mar 2019,20194,216.0,7651,99,10663,18629,4715,406,2716,10792,18629,0.01258421253336723,0.42229856675076494,36.4212962962963
HINDUNILVR,30,Mar 2020,20204,216.0,8013,0,11924,20153,5479,597,1255,12822,20153,0.0,0.40832630377611273,38.09722222222222
HINDUNILVR,33,Mar 2021,20214,235.0,47439,0,21066,68740,51443,745,2709,13843,68740,0.0,0.6935408786732615,202.86808510638298
HINDUNILVR,36,Mar 2022,20224,235.0,48826,1043,20402,70506,51473,1313,3521,14199,70506,0.02125924869040582,0.6958414886676311,208.77021276595744
HINDUNILVR,39,Mar 2023,20234,235.0,50069,1219,21554,73077,52678,1132,2882,16385,73077,0.024232665394402036,0.6883698017159982,214.05957446808512
HINDUNILVR,41,Mar 2024,20244,235.0,50983,1484,25787,78489,53744,1025,4625,19095,78489,0.028974188761763442,0.6525500388589484,217.94893617021276
HINDUNILVR,40,Sep 2024,20242,235.0,50541,1651,28338,80765,54027,1022,4316,21400,80765,0.03251536158815188,0.6286881693803009,216.06808510638297
ICICIBANK,7,Mar 2013,20134,1154.0,67609,487659,118401,674822,5473,0,255667,413682,674822,7.091880807992671,0.10189798198636085,119.1733102253033
ICICIBANK,11,Mar 2014,20144,1155.0,75275,543055,128278,747762,5507,0,267609,474646,747762,7.1052597147716865,0.10221166627884273,132.34632034632034
ICICIBANK,15,Mar 2015,20154,1160.0,83545,597207,144167,826079,5871,0,274311,545897,826079,7.050433858686028,0.10253861918775323,146.04310344827587
ICICIBANK,18,Mar 2016,20164,1163.0,92948,671455,153190,918756,8713,0,286044,623999,918756,7.1347132641242785,0.1024330725459208,161.84178847807394
ICICIBANK,21,Mar 2017,20174,1165.0,103467,700874,180219,985725,9338,0,304373,672013,985725,6.698467008181054,0.10614725202262294,179.62575107296138
ICICIBANK,24,Mar 2018,20184,1286.0,109344,815198,198453,1124281,9465,0,372208,742608,1124281,7.368688420862334,0.09840066673723029,172.0528771384137
ICICIBANK,27,Mar 2019,20194,1289.0,112964,891641,232899,1238794,9660,0,398201,830933,1238794,7.804092671527225,0.092229216479899,177.27385570209464
ICICIBANK,30,Mar 2020,20204,1295.0,121665,1014636,239696,1377292,10409,0,443473,923411,1377292,8.251756668835394,0.08927663850512454,189.8996138996139
ICICIBANK,33,Mar 2021,20214,1383.0,156204,1103840,312385,1573812,10809,0,536579,1026424,1573812,7.004638707507599,0.10013076530106518,227.89154013015184
ICICIBANK,36,Mar 2022,20224,1390.0,180663,1252968,317616,1752637,10707,0,567098,1174833,1752637,6.882435334765151,0.10387376279286584,261.9467625899281
ICICIBANK,39,Mar 2023,20234,1397.0,213101,1399894,344099,1958490,11070,0,639552,1307868,1958490,6.526373206276982,0.10952213184647355,307.08375089477454
ICICIBANK,41,Mar 2024,20244,1405.0,254739,1651008,456911,2364063,15714,0,827163,1521186,2364063,6.445624336310825,0.10834905837957787,364.617793594306
ICICIGI,7,Mar 2013,20134,437.0,1433,0,10767,12637,390,10,7800,4436,12637,0.0,0.14797815937326897,42.79176201372997
ICICIGI,11,Mar 2014,20144,445.0,1949,0,12350,14744,373,17,9290,5064,14744,0.0,0.16237113402061856,53.79775280898876
ICICIGI,15,Mar 2015,20154,447.0,2439,0,11760,14646,381,9,10200,4056,14646,0.0,0.19705038918476034,64.56375838926174
ICICIGI,18,Mar 2016,20164,448.0,2789,0,12440,15676,510,10,11426,3730,15676,0.0,0.20649400357233988,72.25446428571429
ICICIGI,21,Mar 2017,20174,451.0,3450,485,18965,23351,516,11,14806,8018,23351,0.12432709561650859,0.1670592265855852,86.49667405764967
ICICIGI,24,Mar 2018,20184,454.0,4087,485,24723,29750,368,38,18193,11151,29750,0.1068046685752037,0.15263865546218489,100.02202643171806
ICICIGI,27,Mar 2019,20194,454.0,4946,485,27517,33403,1965,17,20714,10707,33403,0.08981481481481482,0.16166212615633327,118.94273127753304
ICICIGI,30,Mar 2020,20204,454.0,5680,485,30423,37042,664,12,26327,10039,37042,0.07906749266384089,0.16559581016143837,135.11013215859032
ICICIGI,33,Mar 2021,20214,455.0,7144,485,31214,39298,717,14,30788,7779,39298,0.06382418739307803,0.19336861926815613,167.01098901098902
ICICIGI,36,Mar 2022,20224,491.0,8702,255,41401,50848,941,11,38412,11485,50848,0.02773849668225824,0.18079373820012587,187.23014256619143
ICICIGI,39,Mar 2023,20234,491.0,9953,35,44607,55086,883,25,42836,11342,55086,0.003351206434316354,0.189594452310932,212.70875763747455
ICICIGI,41,Mar 2024,20244,493.0,11712,35,51068,63308,930,94,48584,13700,63308,0.0028676771814829987,0.19278764137233842,247.56592292089252
